Type,Price,Location,Bath(s),Area,Purpose,Bedroom(s),Added,Initial Amount,Monthly Installment,Remaining Installments,Area Name
Flat,PKR72 Lakh,"Pakistan Chowk, Karachi, Sindh",-,150 Sq. Yd.,For Sale,-,4 years ago,,,,Pakistan Chowk
Flat,PKR73 Lakh,"Pakistan Chowk, Karachi, Sindh",-,150 Sq. Yd.,For Sale,-,4 years ago,,,,Pakistan Chowk
Flat,PKR73 Lakh,"Pakistan Chowk, Karachi, Sindh",-,150 Sq. Yd.,For Sale,-,4 years ago,,,,Pakistan Chowk
Flat,PKR4 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",5,222 Sq. Yd.,For Sale,4,1 day ago,,,,Khaliq-uz-Zaman Road
Flat,PKR4.4 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",3,278 Sq. Yd.,For Sale,3,2 years ago,,,,Khaliq-uz-Zaman Road
Flat,PKR5.15 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",3,194 Sq. Yd.,For Sale,3,1 month ago,,,,Khaliq-uz-Zaman Road
Flat,PKR4 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",3,172 Sq. Yd.,For Sale,3,1 month ago,,,,Khaliq-uz-Zaman Road
Flat,PKR3.75 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,228 Sq. Yd.,For Sale,3,9 months ago,,,,Khaliq-uz-Zaman Road
Flat,PKR3.75 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,10 months ago,,,,Khaliq-uz-Zaman Road
Flat,PKR2.6 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",2,144 Sq. Yd.,For Sale,3,10 months ago,,,,Khaliq-uz-Zaman Road
Flat,PKR4.25 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,228 Sq. Yd.,For Sale,3,1 year ago,,,,Khaliq-uz-Zaman Road
Flat,PKR4 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,2 years ago,,,,Khaliq-uz-Zaman Road
Flat,PKR3.25 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,2 years ago,,,,Khaliq-uz-Zaman Road
Flat,PKR4 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,200 Sq. Yd.,For Sale,3,2 years ago,,,,Khaliq-uz-Zaman Road
Flat,PKR5.25 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,267 Sq. Yd.,For Sale,3,8 months ago,,,,Khaliq-uz-Zaman Road
Flat,PKR3.1 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,2 years ago,,,,Khaliq-uz-Zaman Road
House,PKR4.25 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,228 Sq. Yd.,For Sale,3,3 weeks ago,,,,Khaliq-uz-Zaman Road
Flat,PKR4 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,2 years ago,,,,Khaliq-uz-Zaman Road
Flat,PKR2.35 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",2,144 Sq. Yd.,For Sale,2,2 years ago,,,,Khaliq-uz-Zaman Road
Flat,PKR4.25 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,1 year ago,,,,Khaliq-uz-Zaman Road
Flat,PKR4.65 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,200 Sq. Yd.,For Sale,3,1 year ago,,,,Khaliq-uz-Zaman Road
Flat,PKR4.9 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",3,211 Sq. Yd.,For Sale,3,1 year ago,,,,Khaliq-uz-Zaman Road
Flat,PKR3.6 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,1 year ago,,,,Khaliq-uz-Zaman Road
Flat,PKR4 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,222 Sq. Yd.,For Sale,4,2 years ago,,,,Khaliq-uz-Zaman Road
Flat,PKR2.45 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",2,117 Sq. Yd.,For Sale,2,2 years ago,,,,Khaliq-uz-Zaman Road
Flat,PKR2.8 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,211 Sq. Yd.,For Sale,3,3 years ago,,,,Khaliq-uz-Zaman Road
Flat,PKR7 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",8,389 Sq. Yd.,For Sale,6,4 years ago,,,,Khaliq-uz-Zaman Road
Flat,PKR4.25 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",4,256 Sq. Yd.,For Sale,3,4 years ago,,,,Khaliq-uz-Zaman Road
House,PKR7.5 Crore,"Kemari Town, Karachi, Sindh",5,350 Sq. Yd.,For Sale,5,11 hours ago,,,,Kemari Town
Flat,PKR1.95 Crore,"Kemari Town, Karachi, Sindh",3,274 Sq. Yd.,For Sale,3,2 weeks ago,,,,Kemari Town
House,PKR60.58 Crore,"Kemari Town, Karachi, Sindh",-,"2,423 Sq. Yd.",For Sale,-,3 days ago,,,,Kemari Town
House,PKR24.5 Crore,"Kemari Town, Karachi, Sindh",-,"1,650 Sq. Yd.",For Sale,-,5 years ago,,,,Kemari Town
House,PKR40 Crore,"Kemari Town, Karachi, Sindh",-,"1,500 Sq. Yd.",For Sale,-,7 months ago,,,,Kemari Town
House,PKR2.2 Crore,"Kemari Town, Karachi, Sindh",4,400 Sq. Yd.,For Sale,4,1 year ago,,,,Kemari Town
Flat,PKR65 Lakh,"Kemari Town, Karachi, Sindh",3,178 Sq. Yd.,For Sale,4,4 months ago,,,,Kemari Town
Flat,PKR48 Lakh,"Kemari Town, Karachi, Sindh",2,89 Sq. Yd.,For Sale,2,2 years ago,,,,Kemari Town
House,PKR2 Crore,"Kemari Town, Karachi, Sindh",6,120 Sq. Yd.,For Sale,6,2 years ago,,,,Kemari Town
House,PKR22 Crore,"Kemari Town, Karachi, Sindh",-,"1,500 Sq. Yd.",For Sale,-,1 year ago,,,,Kemari Town
Flat,PKR1.75 Crore,"Kemari Town, Karachi, Sindh",4,200 Sq. Yd.,For Sale,3,3 years ago,,,,Kemari Town
Flat,PKR90 Lakh,"Kemari Town, Karachi, Sindh",5,65 Sq. Yd.,For Sale,4,2 years ago,,,,Kemari Town
Flat,PKR55 Lakh,"Kemari Town, Karachi, Sindh",3,161 Sq. Yd.,For Sale,3,3 years ago,,,,Kemari Town
House,PKR55 Lakh,"Kemari Town, Karachi, Sindh",3,240 Sq. Yd.,For Sale,2,3 years ago,,,,Kemari Town
Flat,PKR1 Crore,"Kemari Town, Karachi, Sindh",2,133 Sq. Yd.,For Sale,4,3 years ago,,,,Kemari Town
House,PKR1.6 Crore,"Kemari Town, Karachi, Sindh",4,120 Sq. Yd.,For Sale,3,3 years ago,,,,Kemari Town
House,PKR1.2 Crore,"Kemari Town, Karachi, Sindh",3,280 Sq. Yd.,For Sale,3,4 years ago,,,,Kemari Town
Farm House,PKR80 Lakh,"Kemari Town, Karachi, Sindh",3,600 Sq. Yd.,For Sale,3,4 years ago,,,,Kemari Town
House,PKR40 Crore,"Kemari Town, Karachi, Sindh",8,"2,000 Sq. Yd.",For Sale,8,3 years ago,,,,Kemari Town
House,PKR22 Crore,"Kemari Town, Karachi, Sindh",4,"1,665 Sq. Yd.",For Sale,4,4 years ago,,,,Kemari Town
House,PKR1.2 Crore,"Kemari Town, Karachi, Sindh",3,280 Sq. Yd.,For Sale,3,4 years ago,,,,Kemari Town
House,PKR1.2 Crore,"Kemari Town, Karachi, Sindh",2,540 Sq. Yd.,For Sale,3,3 years ago,,,,Kemari Town
House,PKR1.2 Crore,"Kemari Town, Karachi, Sindh",3,280 Sq. Yd.,For Sale,3,4 years ago,,,,Kemari Town
House,PKR1.2 Crore,"Kemari Town, Karachi, Sindh",3,280 Sq. Yd.,For Sale,3,4 years ago,,,,Kemari Town
House,PKR2.5 Crore,"Kemari Town, Karachi, Sindh",-,200 Sq. Yd.,For Sale,5,2 years ago,,,,Kemari Town
Upper Portion,PKR2.25 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",4,300 Sq. Yd.,For Sale,4,2 weeks ago,,,,Old Ravians Co-Operative Housing Society
House,PKR7.75 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",8,600 Sq. Yd.,For Sale,7,1 year ago,,,,Old Ravians Co-Operative Housing Society
Upper Portion,PKR2.2 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",4,300 Sq. Yd.,For Sale,4,3 weeks ago,,,,Old Ravians Co-Operative Housing Society
Upper Portion,PKR2.35 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",4,300 Sq. Yd.,For Sale,4,2 months ago,,,,Old Ravians Co-Operative Housing Society
House,PKR6.15 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,3 months ago,,,,Old Ravians Co-Operative Housing Society
Flat,PKR68 Lakh,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",3,117 Sq. Yd.,For Sale,3,9 months ago,,,,Old Ravians Co-Operative Housing Society
House,PKR4.5 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",-,400 Sq. Yd.,For Sale,-,2 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR4.5 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",-,400 Sq. Yd.,For Sale,-,2 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR1.68 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,2 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR4.5 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",-,400 Sq. Yd.,For Sale,-,2 years ago,,,,Old Ravians Co-Operative Housing Society
Upper Portion,PKR2.7 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",4,400 Sq. Yd.,For Sale,4,2 years ago,,,,Old Ravians Co-Operative Housing Society
Flat,PKR42 Lakh,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",-,94 Sq. Yd.,For Sale,2,2 years ago,,,,Old Ravians Co-Operative Housing Society
Flat,PKR28 Lakh,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",-,50 Sq. Yd.,For Sale,2,2 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR1.8 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,4 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR3.5 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",3,400 Sq. Yd.,For Sale,3,4 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR1.85 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",9,120 Sq. Yd.,For Sale,9,2 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR3.5 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",3,400 Sq. Yd.,For Sale,3,4 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR2.8 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",3,400 Sq. Yd.,For Sale,6,4 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR3.5 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",-,400 Sq. Yd.,For Sale,4,4 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR3.25 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",-,400 Sq. Yd.,For Sale,6,4 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR3.25 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",-,400 Sq. Yd.,For Sale,6,4 years ago,,,,Old Ravians Co-Operative Housing Society
Lower Portion,PKR65 Thousand,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",4,400 Sq. Yd.,For Sale,4,2 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR1.45 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",2,117 Sq. Yd.,For Sale,2,3 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR3.5 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,4 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR3.5 Crore,"Old Ravians Co-Operative Housing Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,4 years ago,,,,Old Ravians Co-Operative Housing Society
House,PKR88 Lakh,"Naval Colony, Karachi, Sindh",5,60 Sq. Yd.,For Sale,4,2 weeks ago,,,,Naval Colony
House,PKR1.15 Crore,"Naval Colony, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,1 year ago,,,,Naval Colony
House,PKR2.1 Crore,"Naval Colony, Karachi, Sindh",7,120 Sq. Yd.,For Sale,6,2 years ago,,,,Naval Colony
Flat,PKR12 Crore,"Naval Colony, Karachi, Sindh",5,489 Sq. Yd.,For Sale,5,4 years ago,,,,Naval Colony
House,PKR2.2 Crore,"Naval Colony, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,4 years ago,,,,Naval Colony
House,PKR9.7 Crore,"Naval Colony, Karachi, Sindh",5,350 Sq. Yd.,For Sale,5,1 year ago,,,,Naval Colony
House,PKR2.45 Crore,"Naval Colony, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,1 year ago,,,,Naval Colony
House,PKR1.4 Crore,"Naval Colony, Karachi, Sindh",6,240 Sq. Yd.,For Sale,6,2 years ago,,,,Naval Colony
House,PKR2.35 Crore,"Naval Colony, Karachi, Sindh",6,120 Sq. Yd.,For Sale,7,4 years ago,,,,Naval Colony
House,PKR1.95 Crore,"Naval Colony, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,5 years ago,,,,Naval Colony
House,PKR1.1 Crore,"Naval Colony, Karachi, Sindh",3,100 Sq. Yd.,For Sale,2,2 years ago,,,,Naval Colony
House,PKR1.5 Crore,"Naval Colony, Karachi, Sindh",6,120 Sq. Yd.,For Sale,7,4 years ago,,,,Naval Colony
House,PKR1.7 Crore,"Naval Colony, Karachi, Sindh",6,120 Sq. Yd.,For Sale,6,4 years ago,,,,Naval Colony
House,PKR1.15 Crore,"Naval Colony, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,4 years ago,,,,Naval Colony
House,PKR11.5 Crore,"Naval Colony, Karachi, Sindh",5,350 Sq. Yd.,For Sale,5,2 years ago,,,,Naval Colony
House,PKR1.9 Crore,"Naval Colony, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,2 years ago,,,,Naval Colony
House,PKR2.1 Crore,"Naval Colony, Karachi, Sindh",5,80 Sq. Yd.,For Sale,5,4 years ago,,,,Naval Colony
House,PKR2.1 Crore,"Naval Colony, Karachi, Sindh",8,120 Sq. Yd.,For Sale,7,4 years ago,,,,Naval Colony
House,PKR1.05 Crore,"Naval Colony, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,5 years ago,,,,Naval Colony
House,PKR1.2 Crore,"Naval Colony, Karachi, Sindh",5,80 Sq. Yd.,For Sale,8,4 years ago,,,,Naval Colony
House,PKR50 Lakh,"Naval Colony, Karachi, Sindh",4,60 Sq. Yd.,For Sale,5,4 years ago,,,,Naval Colony
House,PKR1.5 Crore,"Naval Colony, Karachi, Sindh",6,120 Sq. Yd.,For Sale,7,4 years ago,,,,Naval Colony
House,PKR28 Lakh,"Naval Colony, Karachi, Sindh",3,60 Sq. Yd.,For Sale,2,4 years ago,,,,Naval Colony
House,PKR3.5 Crore,"Naval Colony, Karachi, Sindh",6,120 Sq. Yd.,For Sale,7,5 years ago,,,,Naval Colony
House,PKR42 Lakh,"Naval Colony, Karachi, Sindh",2,60 Sq. Yd.,For Sale,2,4 years ago,,,,Naval Colony
House,PKR80 Lakh,"Golimar, Karachi, Sindh",6,120 Sq. Yd.,For Sale,6,3 years ago,,,,Golimar
Flat,PKR1 Crore,"Golimar, Karachi, Sindh",3,133 Sq. Yd.,For Sale,3,2 years ago,,,,Golimar
Upper Portion,PKR26 Lakh,"Golimar, Karachi, Sindh",1,50 Sq. Yd.,For Sale,2,6 months ago,,,,Golimar
Upper Portion,PKR42 Lakh,"Golimar, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,11 months ago,,,,Golimar
Flat,PKR50 Lakh,"Golimar, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,7 months ago,,,,Golimar
House,PKR50 Lakh,"Golimar, Karachi, Sindh",2,44 Sq. Yd.,For Sale,4,2 years ago,,,,Golimar
Lower Portion,PKR65 Lakh,"Golimar, Karachi, Sindh",2,133 Sq. Yd.,For Sale,2,3 years ago,,,,Golimar
Upper Portion,PKR28 Lakh,"Golimar, Karachi, Sindh",1,52 Sq. Yd.,For Sale,2,3 years ago,,,,Golimar
Upper Portion,PKR26 Lakh,"Golimar, Karachi, Sindh",1,52 Sq. Yd.,For Sale,2,3 years ago,,,,Golimar
Upper Portion,PKR26 Lakh,"Golimar, Karachi, Sindh",1,52 Sq. Yd.,For Sale,2,3 years ago,,,,Golimar
Upper Portion,PKR26 Lakh,"Golimar, Karachi, Sindh",1,52 Sq. Yd.,For Sale,2,3 years ago,,,,Golimar
Upper Portion,PKR26 Lakh,"Golimar, Karachi, Sindh",1,52 Sq. Yd.,For Sale,1,3 years ago,,,,Golimar
Flat,PKR32 Lakh,"Golimar, Karachi, Sindh",2,78 Sq. Yd.,For Sale,2,3 years ago,,,,Golimar
Flat,PKR35 Lakh,"Golimar, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,3 years ago,,,,Golimar
Flat,PKR21 Lakh,"Golimar, Karachi, Sindh",1,56 Sq. Yd.,For Sale,1,3 years ago,,,,Golimar
Flat,PKR26 Lakh,"Golimar, Karachi, Sindh",2,72 Sq. Yd.,For Sale,2,3 years ago,,,,Golimar
House,PKR2.4 Crore,"Golimar, Karachi, Sindh",8,160 Sq. Yd.,For Sale,6,3 years ago,,,,Golimar
Flat,PKR30 Lakh,"Golimar, Karachi, Sindh",2,78 Sq. Yd.,For Sale,2,3 years ago,,,,Golimar
Flat,PKR28 Lakh,"Golimar, Karachi, Sindh",1,56 Sq. Yd.,For Sale,1,3 years ago,,,,Golimar
House,PKR30 Lakh,"Golimar, Karachi, Sindh",1,60 Sq. Yd.,For Sale,2,4 years ago,,,,Golimar
Flat,PKR90 Lakh,"Golimar, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,4 years ago,,,,Golimar
Flat,PKR90 Lakh,"Golimar, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,4 years ago,,,,Golimar
Flat,PKR1.25 Crore,"Golimar, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,4 years ago,,,,Golimar
Flat,PKR1.25 Crore,"Golimar, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,4 years ago,,,,Golimar
Flat,PKR1.25 Crore,"Golimar, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,4 years ago,,,,Golimar
House,PKR38 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,3,1 year ago,,,,Khuda Ki Basti
Flat,PKR45 Lakh,"Khuda Ki Basti, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 years ago,,,,Khuda Ki Basti
House,PKR35 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,2 years ago,,,,Khuda Ki Basti
House,PKR28 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR30 Lakh,"Khuda Ki Basti, Karachi, Sindh",4,80 Sq. Yd.,For Sale,4,5 years ago,,,,Khuda Ki Basti
House,PKR8.5 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,60 Sq. Yd.,For Sale,2,5 years ago,,,,Khuda Ki Basti
House,PKR27 Lakh,"Khuda Ki Basti, Karachi, Sindh",1,80 Sq. Yd.,For Sale,1,3 years ago,,,,Khuda Ki Basti
House,PKR17 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR17 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR17 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR17 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR17 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR17 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR17 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR17 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR17 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR17 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR17 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR17 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Khuda Ki Basti
House,PKR18 Lakh,"Khuda Ki Basti, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,5 years ago,,,,Khuda Ki Basti
House,PKR27 Lakh,"Khuda Ki Basti, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,3 years ago,,,,Khuda Ki Basti
House,PKR27 Lakh,"Khuda Ki Basti, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,3 years ago,,,,Khuda Ki Basti
House,PKR27 Lakh,"Khuda Ki Basti, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,3 years ago,,,,Khuda Ki Basti
House,PKR27 Lakh,"Khuda Ki Basti, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,3 years ago,,,,Khuda Ki Basti
House,PKR27 Lakh,"Khuda Ki Basti, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,3 years ago,,,,Khuda Ki Basti
Flat,PKR50 Lakh,"Kashmir Colony, Karachi, Sindh",3,133 Sq. Yd.,For Sale,3,2 years ago,,,,Kashmir Colony
Flat,PKR42 Lakh,"Kashmir Colony, Karachi, Sindh",2,87 Sq. Yd.,For Sale,2,1 month ago,,,,Kashmir Colony
Flat,PKR65 Lakh,"Kashmir Colony, Karachi, Sindh",-,95 Sq. Yd.,For Sale,-,2 months ago,,,,Kashmir Colony
Flat,PKR65 Lakh,"Kashmir Colony, Karachi, Sindh",3,117 Sq. Yd.,For Sale,3,11 months ago,,,,Kashmir Colony
Flat,PKR90 Lakh,"Kashmir Colony, Karachi, Sindh",3,128 Sq. Yd.,For Sale,3,2 years ago,,,,Kashmir Colony
Flat,PKR50 Lakh,"Kashmir Colony, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,1 year ago,,,,Kashmir Colony
Flat,PKR50 Lakh,"Kashmir Colony, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,1 year ago,,,,Kashmir Colony
House,PKR2.25 Crore,"Kashmir Colony, Karachi, Sindh",5,100 Sq. Yd.,For Sale,5,2 years ago,,,,Kashmir Colony
Upper Portion,PKR1.5 Crore,"Kashmir Colony, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,2 years ago,,,,Kashmir Colony
Flat,PKR96 Lakh,"Kashmir Colony, Karachi, Sindh",3,133 Sq. Yd.,For Sale,3,2 years ago,,,,Kashmir Colony
House,PKR70 Lakh,"Kashmir Colony, Karachi, Sindh",6,45 Sq. Yd.,For Sale,6,3 years ago,,,,Kashmir Colony
House,PKR70 Lakh,"Kashmir Colony, Karachi, Sindh",6,45 Sq. Yd.,For Sale,6,3 years ago,,,,Kashmir Colony
House,PKR75 Lakh,"Kashmir Colony, Karachi, Sindh",6,45 Sq. Yd.,For Sale,6,3 years ago,,,,Kashmir Colony
House,PKR75 Lakh,"Kashmir Colony, Karachi, Sindh",6,45 Sq. Yd.,For Sale,6,3 years ago,,,,Kashmir Colony
House,PKR75 Lakh,"Kashmir Colony, Karachi, Sindh",6,45 Sq. Yd.,For Sale,6,3 years ago,,,,Kashmir Colony
House,PKR80 Lakh,"Kashmir Colony, Karachi, Sindh",6,45 Sq. Yd.,For Sale,6,3 years ago,,,,Kashmir Colony
